"respondent_id","true_profile","department","tenure","level","oe_worked","oe_hard","i1","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15"
"R1196","Moderate-Low Engagement","Marketing","Under 1 year","Senior IC","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",4,3,NA,3,3,2,2,1,4,4,3,2,3,4,4
"R1197","Low Engagement","Engineering","1-3 years","Individual contributor","not really","Too long.",1,2,2,2,2,1,1,2,2,1,1,3,2,3,1
"R1198","Moderate-High Engagement","Marketing","Under 1 year","Individual contributor","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,4,4,3,4,3,3,3,4,4,3,3,4,3
"R1199","Low Engagement","Operations","1-3 years","Manager",NA,"The scale was confusing.",2,4,2,4,2,1,1,1,1,1,2,1,1,3,2
"R1200","Moderate-Low Engagement","Engineering","3-5 years","Senior IC","It was clear what each question was getting at.",NA,3,4,4,3,1,1,3,1,3,3,2,1,1,3,3
"R1201","Moderate-Low Engagement","Content","3-5 years","Manager","The examples actually matched the kind of work I do day to day.","no",3,4,3,3,3,3,3,3,1,3,3,3,3,4,2
"R1202","Moderate-High Engagement","Marketing","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,2,1,3,3,3,3,1,3,4,2,3,2,3,2
"R1203","Low Engagement","Content","5+ years","Individual contributor","idk","Too long.",4,3,4,2,3,2,3,2,3,1,2,1,2,4,2
"R1204","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","not really","There was no option to say a question did not apply to me.",3,2,4,3,3,2,3,4,3,2,2,4,2,3,4
"R1205","Moderate-Low Engagement","Data & Analytics","3-5 years","Individual contributor","nothing","Too long.",1,1,2,1,2,2,1,1,3,3,2,1,2,1,3
"R1206","Moderate-High Engagement","Content","3-5 years","Senior IC","not really","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,3,3,2,3,3,4,1,3,4,4,4,4,4
"R1207","Moderate-Low Engagement","Data & Analytics","1-3 years","Manager","It was fine I guess.","Too long.",2,2,4,3,4,4,2,2,3,4,2,1,2,4,3
"R1208","Moderate-Low Engagement","Data & Analytics","1-3 years","Senior IC","It was short.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,4,1,2,2,1,3,4,3,2,2,4,4,4,3
"R1209","Moderate-Low Engagement","Content","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,3,2,2,3,3,3,3,3,3,3,4,3,3
"R1210","Moderate-High Engagement","Engineering","3-5 years","Senior IC","The examples actually matched the kind of work I do day to day.","Font was small.",4,NA,4,3,4,3,3,4,1,4,3,4,4,4,4
"R1211","Low Engagement","Marketing","1-3 years","Manager","It was short.","Font was small.",3,4,3,3,1,2,1,2,1,1,1,1,1,4,3
"R1212","Moderate-Low Engagement","Content","5+ years","Individual contributor","It was fine I guess.","Hard to answer about onboarding when mine was two years ago.",3,3,3,2,2,1,1,4,4,4,2,4,3,3,3
"R1213","Moderate-High Engagement","Marketing","1-3 years","Manager","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",3,2,3,2,3,3,2,4,4,2,3,3,4,4,3
"R1214","High Engagement","Product","1-3 years","Individual contributor","It was clear what each question was getting at.","no",NA,4,3,4,3,4,4,4,4,4,4,4,4,4,4
"R1215","Moderate-High Engagement","Engineering","3-5 years","Senior IC","The examples actually matched the kind of work I do day to day.","The scale was confusing.",2,4,2,3,NA,3,3,4,4,3,4,3,4,2,3
"R1216","Moderate-Low Engagement","Operations","1-3 years","Senior IC","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",3,2,1,2,3,3,3,3,3,3,3,2,2,4,2
"R1217","Moderate-High Engagement","Engineering","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","Hard to answer about onboarding when mine was two years ago.",1,2,3,3,3,4,4,3,4,4,3,3,3,1,4
"R1218","Moderate-Low Engagement","Product","Under 1 year","Individual contributor","Not much.","Hard to answer about onboarding when mine was two years ago.",2,4,2,1,2,2,2,1,4,3,4,4,2,4,NA
"R1219","Moderate-Low Engagement","Marketing","3-5 years","Senior IC","It was fine I guess.","The scale was confusing.",1,3,2,1,NA,3,NA,3,4,2,2,3,3,3,3
"R1220","High Engagement","Engineering","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","no",4,3,4,4,4,4,4,3,1,1,4,4,NA,3,3
"R1221","Moderate-High Engagement","Data & Analytics","Under 1 year","Individual contributor","It was short.","Hard to answer about onboarding when mine was two years ago.",3,4,4,4,3,2,3,NA,2,3,3,NA,4,4,4
"R1222","Moderate-High Engagement","Product","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.",NA,3,2,1,1,4,3,3,4,3,3,3,4,2,4,3
"R1223","Moderate-Low Engagement","Data & Analytics","1-3 years","Senior IC","not really","no",3,1,4,NA,3,1,4,3,3,2,2,3,4,2,3
"R1224","Moderate-Low Engagement","Data & Analytics","3-5 years","Individual contributor","It was fine I guess.",NA,3,4,4,4,1,2,2,3,3,1,3,3,4,4,3
"R1225","Low Engagement","Engineering","Under 1 year","Individual contributor","It was fine I guess.","The scale was confusing.",3,3,2,3,3,1,2,1,1,3,2,3,2,4,2
"R1226","Moderate-High Engagement","Operations","Under 1 year","Individual contributor","It was clear what each question was getting at.","Font was small.",2,3,2,1,4,4,3,NA,4,4,2,4,4,3,2
"R1227","High Engagement","Product","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
"R1228","Moderate-Low Engagement","Engineering","Under 1 year","Individual contributor","The examples actually matched the kind of work I do day to day.","Font was small.",4,3,3,3,2,2,2,2,3,1,2,3,3,2,2
"R1229","Moderate-High Engagement","Engineering","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.","Too long.",2,1,3,4,4,3,NA,1,4,3,3,3,2,2,3
"R1230","Moderate-High Engagement","Content","Under 1 year","Manager","idk","n/a",4,3,4,4,4,3,3,4,3,3,4,2,4,1,4
"R1231","High Engagement","Marketing","5+ years","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,3,2,1,1,4,4,4,3,4,4,4,4,4,3,4
"R1232","Moderate-Low Engagement","Marketing","Under 1 year","Individual contributor",NA,"Too long.",2,4,3,4,2,1,3,4,NA,3,2,3,3,4,2
"R1233","High Engagement","Content","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,2,2,2,4,4,4,NA,2,2,4,4,4,4,3
"R1234","Moderate-Low Engagement","Product","3-5 years","Senior IC","It was clear what each question was getting at.","not really",2,3,4,2,2,3,3,4,1,4,2,2,2,2,2
"R1235","Moderate-Low Engagement","Content","Under 1 year","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,NA,3,3,3,3,2,2,3,3,4,1,2,2,3,2
"R1236","High Engagement","Operations","1-3 years","Individual contributor","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",4,3,3,2,4,3,2,4,4,4,3,4,3,3,4
"R1237","Moderate-High Engagement","Operations","1-3 years","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,4,4,3,3,2,4,4,4,NA,2,4,NA,4,4,2
"R1238","Moderate-High Engagement","Engineering","1-3 years","Senior IC","It was short.",NA,3,2,3,3,3,4,2,2,1,4,4,4,4,1,2
"R1239","Moderate-Low Engagement","Data & Analytics","Under 1 year","Individual contributor",NA,"There was no option to say a question did not apply to me.",4,3,4,4,3,2,2,3,3,1,NA,3,3,3,2
"R1240","Moderate-High Engagement","Engineering","5+ years","Senior IC","The examples actually matched the kind of work I do day to day.","no",3,2,4,2,4,3,4,3,4,4,2,2,4,4,3
"R1241","Moderate-High Engagement","Engineering","Under 1 year","Individual contributor","I liked that it asked about things nobody usually asks about.","Font was small.",4,4,3,4,NA,4,4,1,4,4,4,3,3,4,4
"R1242","Low Engagement","Engineering","5+ years","Senior IC","nothing","Too long.",4,3,2,3,1,2,2,3,3,1,1,1,3,4,3
"R1243","Low Engagement","Content","Under 1 year","Senior IC","n/a","Too long.",3,2,2,2,2,2,2,2,1,3,2,2,1,3,1
"R1244","Moderate-Low Engagement","Engineering","1-3 years","Senior IC","none",NA,3,3,3,4,2,3,2,1,3,3,2,2,2,2,4
"R1245","Low Engagement","Product","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.",NA,3,3,3,3,3,1,2,1,1,2,3,3,1,3,3
"R1246","Moderate-Low Engagement","Operations","Under 1 year","Senior IC","I liked that it asked about things nobody usually asks about.","Hard to answer about onboarding when mine was two years ago.",3,1,4,NA,2,3,2,2,3,4,2,1,2,2,2
"R1247","High Engagement","Content","3-5 years","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,4,3,3,4,4,2,4,4,3,4,4,3,4,4,4
"R1248","Moderate-Low Engagement","Content","3-5 years","Senior IC","Not much.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,2,4,3,1,2,2,4,4,2,3,3,4,4,3
"R1249","Moderate-Low Engagement","Marketing","1-3 years","Manager","It was short.","There was no option to say a question did not apply to me.",3,4,2,2,3,3,2,NA,1,4,2,2,4,4,3
"R1250","Moderate-Low Engagement","Marketing","3-5 years","Senior IC","Not much.",NA,2,4,2,2,3,2,2,NA,4,2,2,NA,3,4,3
"R1251","Moderate-Low Engagement","Data & Analytics","5+ years","Individual contributor","It was short.",NA,2,3,3,4,2,3,3,3,2,3,2,4,3,3,2
"R1252","Moderate-High Engagement","Engineering","5+ years","Senior IC","It was clear what each question was getting at.",NA,4,3,2,2,3,4,3,4,2,3,4,3,4,4,3
"R1253","Moderate-Low Engagement","Content","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",2,3,1,2,3,3,3,4,4,3,2,4,2,3,3
"R1254","Moderate-Low Engagement","Data & Analytics","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,2,4,2,1,3,3,1,2,2,2,1,1,1,2
"R1255","High Engagement","Content","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",2,4,2,2,4,4,4,4,4,4,4,4,4,4,4
"R1256","Moderate-Low Engagement","Operations","1-3 years","Individual contributor","not really","Hard to answer about onboarding when mine was two years ago.",2,2,2,1,2,1,2,1,2,2,3,2,3,4,1
"R1257","Moderate-Low Engagement","Data & Analytics","3-5 years","Individual contributor","The examples actually matched the kind of work I do day to day.","The scale was confusing.",4,4,1,2,3,3,4,2,2,4,2,3,3,3,2
"R1258","Moderate-High Engagement","Marketing","Under 1 year","Manager","idk",NA,1,1,4,3,4,3,4,4,NA,4,4,4,4,1,2
"R1259","Moderate-Low Engagement","Engineering","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",3,1,3,2,1,1,2,1,1,2,NA,1,2,1,3
"R1260","Moderate-High Engagement","Marketing","1-3 years","Manager","It was fine I guess.","There was no option to say a question did not apply to me.",3,1,3,3,NA,4,1,2,2,2,3,3,3,2,2
"R1261","Moderate-Low Engagement","Content","Under 1 year","Senior IC","none","Hard to answer about onboarding when mine was two years ago.",2,3,2,1,2,1,2,2,2,4,2,1,3,2,3
"R1262","High Engagement","Engineering","3-5 years","Manager","The examples actually matched the kind of work I do day to day.",NA,1,1,3,4,4,3,3,3,4,NA,4,4,NA,1,4
"R1263","Moderate-High Engagement","Content","5+ years","Individual contributor","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",3,3,3,3,3,3,NA,3,4,3,1,4,4,4,4
"R1264","Moderate-Low Engagement","Data & Analytics","1-3 years","Individual contributor","Not much.","Too long.",2,2,3,2,3,2,2,4,1,1,2,4,3,2,2
"R1265","High Engagement","Engineering","3-5 years","Senior IC","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",4,4,1,1,4,4,4,4,3,3,4,3,4,4,3
"R1266","Moderate-Low Engagement","Engineering","1-3 years","Individual contributor","It was short.","There was no option to say a question did not apply to me.",1,3,2,3,3,2,1,1,1,3,2,4,3,2,1
"R1267","Moderate-High Engagement","Marketing","3-5 years","Manager","The examples actually matched the kind of work I do day to day.",NA,4,4,3,4,4,4,4,1,4,4,3,2,3,4,4
"R1268","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","I liked that it asked about things nobody usually asks about.","Too long.",2,3,3,3,2,2,NA,1,2,3,3,1,2,4,2
"R1269","Moderate-High Engagement","Content","1-3 years","Individual contributor","nothing",NA,4,4,3,NA,4,3,3,2,3,3,4,4,3,4,4
"R1270","Moderate-High Engagement","Marketing","3-5 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,4,4,3,4,3,3,3,3,3,2,4,3,2,3,3
"R1271","Moderate-High Engagement","Operations","Under 1 year","Senior IC","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,2,4,4,4,3,3,3,4,4,3,NA,3,2,3
"R1272","High Engagement","Content","3-5 years","Individual contributor","Not much.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,4,4,3,4,4,4,3,3,4,4,4,4,4
"R1273","Moderate-Low Engagement","Content","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","Font was small.",3,4,4,3,3,2,3,2,4,3,2,2,2,3,4
"R1274","Moderate-Low Engagement","Operations","3-5 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,2,3,2,3,1,2,2,1,3,3,2,3,3,2,4
"R1275","Moderate-High Engagement","Product","5+ years","Manager","Short enough that I could give real answers instead of rushing.","n/a",4,4,4,4,3,4,4,3,2,2,3,3,2,4,3
"R1276","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Font was small.",3,1,4,NA,3,2,2,3,2,2,4,1,3,2,4
"R1277","High Engagement","Content","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,4,4,4,4,4,4,4,3,4,NA,4,4,4,4,4
"R1278","Low Engagement","Marketing","1-3 years","Individual contributor","not really","The scale was confusing.",4,3,1,3,2,2,2,1,1,1,NA,3,NA,3,3
"R1279","Moderate-High Engagement","Engineering","Under 1 year","Manager","It was clear what each question was getting at.","nothing",3,4,3,2,4,4,3,2,1,2,4,4,2,4,4
"R1280","Moderate-Low Engagement","Engineering","3-5 years","Senior IC","It was short.","There was no option to say a question did not apply to me.",3,4,3,2,2,2,1,4,2,3,2,2,2,4,3
"R1281","Moderate-High Engagement","Operations","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,3,4,3,2,4,3,4,4,1,1,4,3,4,4,2
